,sample id ,sample id numb,description,description.1,date/time,Bag Label ,Vial Label,Label Color,# of vials,Vial type,Lid type,collected by,received in 395 McCone,notes,Wood/Kim taken,Unnamed: 15,datetime,Sample Id,Li7(LR),Li7(LR)_SD,B11(LR),B11(LR)_SD,Ca43(LR),Ca43(LR)_SD,Rb85(LR),Rb85(LR)_SD,Sr88(LR),Sr88(LR)_SD,In115(LR),In115(LR)_SD,Na23(MR),Na23(MR)_SD,Mg25(MR),Mg25(MR)_SD,Al27(MR),Al27(MR)_SD,Si28(MR),Si28(MR)_SD,P31(MR),P31(MR)_SD,Ca44(MR),Ca44(MR)_SD,Mn55(MR),Mn55(MR)_SD,Fe56(MR),Fe56(MR)_SD,Fe57(MR),Fe57(MR)_SD,Co59(MR),Co59(MR)_SD,Ni60(MR),Ni60(MR)_SD,Cu63(MR),Cu63(MR)_SD,Cu65(MR),Cu65(MR)_SD,Zn64(MR),Zn64(MR)_SD,Zn66(MR),Zn66(MR)_SD,Rb85(MR),Rb85(MR)_SD,Sr88(MR),Sr88(MR)_SD,Mo98(MR),Mo98(MR)_SD,In115(MR),In115(MR)_SD,Ba138(MR),Ba138(MR)_SD,K39(HR),K39(HR)_SD,In115(HR),In115(HR)_SD,Si (ppm),Mg (ppm),Ca (ppm),Na (ppm),K (ppm)
28,34 KR,34,ANGELO,3,2009-02-05 00:00:00,,A6-3,,,,,,,,,,2009-02-05 00:00:00,34,5.823468944,0.224938785,183.1778392,3.199429475,4313.729273,54.83937799,2.762281301,0.033746484,20.54970823,0.368427321,1.570212013,1.780334318,14079.72339,334.3247406,2258.134534,97.10228651,33.16780362,0.724560699,2396.365156,100.5885156,1052.427808,49.58893927,4091.486917,71.51112614,204.512105,8.873599158,1.253668015,0.080299568,0.724441558,0.621924844,0.494003378,0.029878494,0.116645866,0.001014296,669.0751059,24.68315747,690.3205873,34.55108465,8614.090565,156.0356539,8831.81178,371.6453876,0.0,0.0,19.98977038,0.956190159,0.0,0.0,7.545642223,6.76609697,14.67889459,0.678346034,10717.26741,704.6236759,2.781379311,2.270974185,0.0673031135888,0.0548726691762,0.163986795633,0.323692840736,0.419045155731
30,36 KR,36,ANGELO,3,2009-02-06 00:00:00,,A3-3,,,,,,,,,,2009-02-06 00:00:00,36,0.678084216,0.055429042,34.05568793,2.875944457,7375.887362,56.66848217,0.586717165,0.007802599,4.9079592,0.067882816,1.570212013,1.408492983,6545.788019,19.68139019,922.7595586,33.54245331,58.83511884,1.36543038,923.9982426,34.56534838,126.8474678,12.51776152,7312.276289,105.0066006,18.38130515,0.366839677,-1.979815396,1.164250143,-0.871548658,0.097556838,0.075465432,0.012711941,0.011623015,0.002003498,857.2719113,11.3760976,884.6846989,44.76986023,2418.909418,73.16162669,2450.997428,39.04306392,0.0,0.0,5.144212635,0.127552666,0.0,0.0,7.545642223,8.424955646,8.755342457,0.10702367,1329.439869,13.16074284,4.782601738,0.126608037,0.0259509526425,0.022423057274,0.293076033663,0.150487666557,0.0519810988779
32,38 KR,38,ANGELO,3,2009-02-09 10:30:00,,A8-3,,,,,,,,,,2009-02-09 10:30:00,38,2.407807139,0.108709671,76.86315986,6.736439964,1084.93936,14.09287646,0.317362304,0.011504704,10.68201132,0.376843729,1.570212013,2.43163155,18723.3503,207.1062712,2045.517478,21.06363137,32.82869222,2.41395631,1205.096403,91.67306826,58.69618166,3.981635065,1014.68505,37.46938343,136.3552647,0.486713637,-4.28686749,0.016658885,-2.901839263,1.390184945,0.277255951,0.030095792,0.016502979,0.000313,975.1737999,29.69645805,1012.109814,4.000527307,7105.153369,1.960090888,6917.103228,65.60554123,0.0,0.0,10.69297028,0.066643796,0.0,0.0,7.545642223,1.147067465,9.999923028,0.182581066,1534.103212,80.36908526,4.711039074,2.814193172,0.0338457350265,0.0497060747154,0.040668576804,0.430449823397,0.0599834355892
34,40 KR,40,ANGELO,3,2009-02-12 00:00:00,,A9-3,,,,,,,,,,2009-02-12 00:00:00,40,3.469452372,0.141150699,133.2419277,0.136622723,1467.806794,23.42738228,0.261665281,0.010027749,12.64370623,0.232670109,1.570212013,1.710205242,56744.53721,65.26465866,6737.455013,173.9966323,10.22110348,0.715838558,-27.98910898,24.70495452,192.0775031,5.490345787,1443.528154,8.097849294,10.974898,0.140454436,-9.621644471,0.073748321,-8.445355762,0.695092472,0.08651058,0.03846177,0.008607273,0.000235,776.7308875,3.19504755,824.9515157,5.923086722,3387.396257,51.69173475,3404.917728,34.83682149,0.0,0.0,12.67097809,0.170821695,0.0,0.0,7.545642223,0.172253353,6.126038738,0.218045665,1690.483322,10.70037201,1.466090413,0.144694899,-0.000786088120258,0.163720156816,0.0578566084123,1.30455691046,0.0660978978902
36,42 KR,42,ANGELO,3,2009-02-14 10:45:00,,A10-3,,,,,,,,,,2009-02-14 10:45:00,42,6.185741337,0.125037606,173.77636,9.468171547,2267.973851,32.49190962,0.371579718,0.003920733,21.65347305,0.359093065,1.570212013,1.769758686,96921.65238,948.6352857,11234.19385,2.954612996,2.817692938,0.077253247,676.988369,20.88350747,236.2536634,4.083728271,2191.892201,5.039516663,20.75162553,0.832777761,-9.455170898,0.108750697,-8.025685105,0.264216437,0.060912839,0.01053896,0.003232639,0.000104,1054.234613,8.468266034,1048.635912,16.62030658,4142.331781,17.15066803,4374.063844,18.2759166,0.0,0.0,21.69855765,0.068028089,0.0,0.0,7.545642223,1.408760058,3.878631366,0.035628914,2266.380113,59.73334577,1.600353519,0.045983549,0.0190135568375,0.272990910555,0.0878510394161,2.22822878822,0.0886154624183
38,44 KR,44,ANGELO,3,2009-02-15 00:00:00,,A11-3,,,,,,,,,,2009-02-15 00:00:00,44,0.72359503,0.050058011,33.05403603,3.696042229,542.4005298,7.61339303,0.145368532,0.009318422,4.203051944,0.011106796,1.570212013,1.969017733,9771.801189,141.9791335,1570.159053,12.79505544,9.105965247,0.267271315,278.1478186,39.22190849,40.53219369,1.871708791,530.5149456,7.770857755,24.05575594,0.321972287,-9.274267033,0.129995454,-7.247493,0.743870891,0.072756723,0.023576848,0.002352887,5.28e-05,619.9013891,16.47179483,648.3263614,10.99314509,2164.490523,13.95833096,2096.153678,14.0095313,0.0,0.0,4.124603289,0.289000724,0.0,0.0,7.545642223,2.158135755,3.913403178,0.103709989,589.3721007,1.937042323,1.300588469,0.805631771,0.00781192055929,0.0381548649879,0.0212630390196,0.224653709335,0.0230444491374
40,46 KR,46,ANGELO,3,2009-02-16 12:55:00,,A12-3,,,,,,,,,,2009-02-16 12:55:00,46,0.881673489,0.06896404,33.93282838,2.877751636,857.7256683,21.51728456,0.23320059,0.00639852,5.206135407,0.02655021,1.570212013,1.14976175,10581.72531,208.7381022,1954.602581,25.60561252,0.990034108,0.021805352,805.7242717,62.80959157,613.7864084,9.608105127,796.683231,4.700984246,22.42705425,0.582300683,-10.52519317,0.16125426,-8.826048748,0.479654455,0.096359416,0.023468199,0.003868452,0.00026,931.0372869,9.514469097,986.2881402,5.086095612,3542.903392,56.10817428,3614.522173,46.19724703,0.0,0.0,4.947308646,0.244545159,0.0,0.0,7.545642223,2.868680835,2.785009142,0.076981457,400.4754107,20.00398992,2.625698091,1.728061755,0.0226291690328,0.0474968427183,0.0319310638985,0.243273864877,0.0156585885584
42,48 KR,48,ANGELO,3,2009-02-18 12:00:00,,A13-3,,,,,,,,,,2009-02-18 12:00:00,48,0.378795224,0.058866502,10.66919328,4.218316923,622.1527896,29.31291306,0.151303593,0.01953079,2.938358312,0.061432622,1.570212013,1.115142096,6930.764375,66.50335638,640.6499904,7.23926689,-0.064592343,0.897342156,522.1471553,33.67153123,582.1680578,11.21323721,593.9889344,5.066445378,22.06910779,0.306463777,-8.458436699,0.14281718,-6.875812827,0.357708407,0.049271369,0.016949255,0.002809477,0.000573,985.8279264,26.55181984,1035.469573,0.647598961,4308.363735,5.991230809,4443.460445,8.510217028,0.0,0.0,2.480478939,0.049162159,0.0,0.0,7.545642223,3.234167115,5.161075848,0.056743358,296.6154238,0.781358535,0.758261903,2.116776019,0.0146647639302,0.0155677947667,0.0238070764908,0.159338272981,0.0115976630706
45,51 KR,51,ANGELO,3,2009-02-22 00:00:00,,A14-3,,,,,,,,,,2009-02-22 00:00:00,51,0.805332415,0.05349547,4.70803707,3.295571391,319.1493948,5.156588896,0.149616903,0.006359653,2.459308662,0.028558528,1.570212013,0.440958758,2319.126487,46.99960791,420.5981419,22.53318705,2.255260973,0.052748185,-59.18339332,27.02092566,272.5017612,5.484673942,296.4556475,1.434915813,22.14110513,0.044867389,-9.168290023,0.228638513,-7.888996417,0.861752071,0.059970265,0.016949255,0.003430185,0.000339,780.0906465,11.98837844,793.1589826,14.24603162,2072.653829,19.37390277,2131.491188,8.546866593,0.0,0.0,1.705619226,0.033934942,0.0,0.0,7.545642223,4.249284095,2.042519666,0.091550698,193.0794618,5.508880527,2.687511902,0.823412076,-0.00166219519309,0.0102205348482,0.0118819423518,0.0533167179361,0.00754940695638
47,53 KR,53,ANGELO,3,2009-02-23 12:45:00,,A15-3,,,,,,,,,,2009-02-23 12:45:00,53,0.638051785,0.14652173,56.366434,3.032084712,583.5544982,21.04482222,0.123154562,0.002900468,3.016820108,0.037265447,1.570212013,1.973035904,8585.822221,49.57112317,1106.810713,23.83532499,2.105714282,0.116502881,-333.178098,9.65587637,69.42329258,2.109926274,506.0869338,5.932011217,21.03395853,0.145721478,-11.81517331,0.070940644,-9.17390495,0.695092472,0.07587085,0.004237314,0.006560978,2.64e-05,909.5509822,14.75821235,925.432948,7.600505492,2746.506259,10.95228142,2764.372806,19.94206223,0.0,0.0,2.3760854,0.015187666,0.0,0.0,7.545642223,3.144727874,4.37114848,0.067259502,361.851519,6.061888544,1.63315682,0.298586509,-0.00935747347138,0.0268955003259,0.0202839643067,0.197388052861,0.0141483943929
50,57 KR,57,ANGELO,3,2009-02-25 13:00:00,,A17-3,,,,,,,,,,2009-02-25 13:00:00,57,1.276033472,0.192497757,76.54677804,1.38393758,803.7469094,11.89930134,0.13032071,0.007598546,4.602462527,0.077785463,1.570212013,0.40064297,15398.09445,102.3478719,2156.163754,37.64728816,7.519167944,0.480340756,142.0376313,89.37414025,542.9331926,7.764755561,736.6403003,9.628939089,8.633637378,0.044964927,-3.993602709,0.063640683,-3.443337169,0.91053049,0.060618755,0.0,0.010446168,0.000285,652.7844005,19.70536115,673.0892126,6.294234239,4890.237901,13.94407945,4893.558384,37.66071749,0.0,0.0,3.77329419,0.101804826,0.0,0.0,7.545642223,0.534979163,3.192137132,0.247129375,439.0638821,0.929756087,0.416331642,0.226239059,0.00398919789388,0.0523947792222,0.029524543236,0.354002191405,0.0171673977901
52,59 KR,59,ANGELO,3,2009-02-26 15:20:00,,A,,,,,,,,,,2009-02-26 15:20:00,59,0.464566904,0.106131576,17.52854753,3.398219151,383.5080863,106.3175239,0.177600775,0.020905718,2.438393276,0.27243648,1.570212013,1.844202523,4561.139513,65.4392724,710.536004,5.180648811,2.204431737,0.140800273,755.6424929,54.88075173,161.5313049,5.047941891,292.3615679,0.727075305,43.41354227,0.055596548,-11.76555265,0.160318368,-11.12925878,0.097556838,0.120794802,0.014993571,0.004788048,0.000678,890.5838647,10.15639264,865.515355,22.32765426,2710.995389,20.08851394,2899.830002,18.84539447,0.0,0.0,1.803175031,0.026894826,0.0,0.0,7.545642223,5.237900559,2.54179492,0.105298365,279.906048,6.047957346,2.294252079,0.298279952,0.0212225972343,0.0172660248972,0.0117178516414,0.104860597404,0.0109443264768
53,60 KR,60,ANGELO,3,2009-03-02 00:00:00,,A19-3,,,,,,,,,,2009-03-02 00:00:00,60,1.538280047,0.120311098,50.86065474,5.971641865,1233.652058,43.82425616,0.221574977,0.003774981,5.908341834,0.458283741,1.570212013,1.329953781,18211.94983,292.942295,2264.15733,32.47284,12.63498806,0.175273497,234.9968135,6.233995883,563.2557514,15.39905869,1213.422491,7.228436495,18.9872415,0.076664713,-5.562501662,0.058025329,-4.809530477,0.308929988,0.136510066,0.006518944,0.004918801,0.000209,958.754189,3.631314395,888.9888042,12.06038513,2587.502841,17.40719511,2700.203186,30.47082455,0.0,0.0,5.538916268,0.002412624,0.0,0.0,7.545642223,1.039041057,4.373168578,0.056715972,738.0313937,36.93887619,-0.271945003,1.782322342,0.00660000300555,0.055019023119,0.0486339734393,0.418692726592,0.0288570274937
55,62 KR,62,ANGELO,3,2009-03-03 00:00:00,,A20-3,,,,,,,,,,2009-03-03 00:00:00,62,5.077286279,0.226227833,227.1440222,7.883637112,2370.020573,13.01971202,0.388254856,0.004576618,17.02366231,0.458868974,1.570212013,1.220752153,80733.64344,1591.001867,9265.525883,129.8045508,3.208654678,0.234044112,177.2702623,57.11718828,43.06674418,1.837677722,2346.439647,0.746310101,37.01700216,0.515682364,-8.660889907,0.103228931,-9.069242042,0.166659599,0.149459971,0.027814161,0.007187384,0.00104071,1083.269443,22.70078103,1024.912008,23.76451446,3708.815016,0.030029956,3820.596627,107.2338091,0.0,0.0,17.48923388,0.186207117,0.0,0.0,7.545642223,7.094776978,4.120827389,0.237462191,1719.845153,83.40366376,1.432832045,1.121998585,0.00497872395183,0.225152278957,0.0940453010518,1.85606646269,0.0672459454823
57,64 KR,64,ANGELO,3,2009-03-04 13:00:00,,A21-3,,,,,,,,,,2009-03-04 13:00:00,64,5.282657213,0.144373318,229.9884555,5.284913894,7074.966493,81.45925575,2.578737634,0.033260643,21.82282227,0.329174608,1.570212013,2.395236424,50055.0813,110.5204002,5940.80398,11.64793392,306.0443375,0.357815444,882.8818728,24.24289651,1548.136979,30.91155428,6987.184989,165.4615658,884.7908446,8.480521812,44.4920952,0.276649793,42.04342596,0.097556838,0.594656894,0.044980714,0.009151595,0.000104,2788.273037,23.10874495,2602.177926,61.98850854,5656.271751,20.00809473,5858.532363,84.21130392,0.0,0.0,22.62311509,0.307154731,0.0,0.0,7.545642223,1.574940376,33.75020799,0.368530585,13597.15086,365.3547713,2.620263517,1.357127796,0.0247961788385,0.144361536714,0.280046374359,1.15076631909,0.531648598626
58,66 KR,66,ANGELO,3,2009-03-16 00:00:00,,A22-3,,,,,,,,,,2009-03-16 00:00:00,66,5.081814798,0.265973464,222.5789467,5.696589241,7088.664771,54.50865436,3.478926078,0.159613192,17.15351706,0.600326944,1.570212013,0.277570728,25308.12474,211.2230676,4032.97317,103.4207559,452.2286549,3.14993886,1153.898871,5.453799558,2143.355438,2.688454445,6472.453292,186.2966973,642.567977,1.635318804,81.72249953,1.78877114,82.50293913,2.66248871,0.473033613,0.002064332,0.01012055,7.79e-05,2703.161252,56.38041399,2648.174187,7.203774761,5627.160376,17.94111756,5683.844231,3.692208779,0.0,0.0,17.0091105,0.214407133,0.0,0.0,7.545642223,1.959565918,26.92380941,0.059509323,17624.89032,733.0972289,2.828092125,0.117717884,0.0324078267415,0.098001248031,0.259415927943,0.581833787773,0.689133211512
59,68 KR,68,ANGELO,3,2009-03-17 12:30:00,,A23-3,,,,,,,,,,2009-03-17 12:30:00,68,2.101784158,0.081209991,19.67218217,4.246147478,1407.935783,31.60773011,0.181729195,0.023597275,4.001795009,0.063567249,1.570212013,0.245929152,3169.177369,7.833394151,737.0114928,8.516602204,6.57845096,0.21078507,-92.89173519,6.057883606,63.68029916,5.694532201,1305.289018,9.005731685,31.93482136,0.306463777,-9.634627265,0.016565295,-10.45361372,1.223525346,0.187845565,0.077032189,0.004529989,0.00052,550.862256,4.105597584,559.7895009,17.01321892,2317.484069,109.1441313,2542.605268,7.644723445,0.0,0.0,3.572861537,0.001146985,0.0,0.0,7.545642223,3.325446669,2.057958228,0.04781559,263.279132,0.177471357,1.257767567,0.235435769,-0.00260891082868,0.017909379275,0.0523159838414,0.0728593877133,0.0102942140612
62,71 KR,71,ANGELO,3,2009-04-08 00:00:00,,A25-3,,,,,,,,,,2009-04-08 00:00:00,71,4.061340631,0.039101107,203.0100548,8.738794154,5875.175447,17.65659235,13.61106713,0.441298679,22.48588279,1.133688919,1.570212013,1.942381604,48439.34037,1103.639796,6410.955583,173.6121916,291.6717366,8.240554056,2702.79754,111.8653824,31277.40824,89.58111711,5644.831303,69.72613703,24.93449046,0.502807374,98.00560071,0.630417119,98.61082744,2.227547806,3.488371205,0.177532577,0.012833393,0.000884,2792.622457,21.10978869,2808.446609,57.97461687,2445.120576,26.09450524,2541.78795,76.66901131,0.0,0.0,22.49104481,0.042201146,0.0,0.0,7.545642223,8.934906544,24.80981424,1.064923855,62953.33822,1582.851893,3.462035972,0.244632478,0.0759094203097,0.155786220667,0.226244838624,1.11362043511,2.4614755244
64,73 KR,73,ANGELO,3,2009-04-10 00:00:00,,A26-3,,,,,,,,,,2009-04-10 00:00:00,73,4.514456553,0.175095616,1536.507265,27.45755291,3849.426687,73.14391868,1.37639622,0.118166136,12.80266531,0.649221265,1.570212013,0.555243028,137385.52,5111.672471,2735.59669,57.05844447,38.66860696,1.5731004,20679.36573,63.06145107,1067.807547,22.26199092,3761.316498,19.40021567,208.1579549,1.083157301,1199.910899,30.44055536,1183.616078,23.42583578,10.31210304,0.029878494,1.678047862,0.021545861,892.1622515,2.882375689,862.1641502,31.49408154,4678.331631,78.48303677,4953.824652,9.081574355,0.0,0.0,12.40357634,0.524765513,0.0,0.0,7.545642223,5.622710132,6.590873261,0.055100211,3499.10625,82.47875331,3.958564286,4.134534129,0.58079032621,0.066474999567,0.15075356524,3.1584931048,0.136815054375
